chebi,ecto,phenotype,receptor,exposure,source,concentration,frequency,duration
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0001601,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_227,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_228,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0000100,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_229,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_230,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_231,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_232,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_233,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_234,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_235,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_236,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_237,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0001601,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_238,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_239,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0000100,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_240,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_241,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_242,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0003437,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_243,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_244,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_2555,http://purl.obolibrary.org/obo/ECTO_0001602,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_245,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_2555,http://purl.obolibrary.org/obo/ECTO_0001602,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_246,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_247,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_248,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_249,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0000100,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_250,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_251,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0003437,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_252,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_253,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_254,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_255,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_256,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_257,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_258,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_259,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_260,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_261,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_262,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0003437,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_263,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_264,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_16130,http://purl.obolibrary.org/obo/ECTO_0000970,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_265,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_16130,http://purl.obolibrary.org/obo/ECTO_0000970,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_266,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_16130,http://purl.obolibrary.org/obo/ECTO_0000970,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_267,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_16130,http://purl.obolibrary.org/obo/ECTO_0000970,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_268,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_16130,http://purl.obolibrary.org/obo/ECTO_0000970,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_269,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_16130,http://purl.obolibrary.org/obo/ECTO_0000970,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_270,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_16130,http://purl.obolibrary.org/obo/ECTO_0000970,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_271,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34911,http://purl.obolibrary.org/obo/ECTO_0001854,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_272,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34911,http://purl.obolibrary.org/obo/ECTO_0001854,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_273,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34911,http://purl.obolibrary.org/obo/ECTO_0001854,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_274,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34911,http://purl.obolibrary.org/obo/ECTO_0001854,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_275,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34911,http://purl.obolibrary.org/obo/ECTO_0001854,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_276,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34911,http://purl.obolibrary.org/obo/ECTO_0001854,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_277,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_278,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_279,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_280,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_281,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_282,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0000100,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_283,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_284,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_285,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0003437,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_286,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_287,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_288,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_289,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_290,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_291,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_292,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_293,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_294,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_295,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_296,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0003437,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_297,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_27928,http://purl.obolibrary.org/obo/ECTO_0002222,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_298,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_299,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_300,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_301,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_302,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_303,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_304,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_305,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_306,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_307,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0003437,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_308,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_309,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34696,http://purl.obolibrary.org/obo/ECTO_0002131,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_310,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34696,http://purl.obolibrary.org/obo/ECTO_0002131,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_311,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34696,http://purl.obolibrary.org/obo/ECTO_0002131,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_312,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34696,http://purl.obolibrary.org/obo/ECTO_0002131,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_313,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34696,http://purl.obolibrary.org/obo/ECTO_0002131,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_314,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34696,http://purl.obolibrary.org/obo/ECTO_0002131,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_315,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34696,http://purl.obolibrary.org/obo/ECTO_0002131,http://purl.obolibrary.org/obo/ZP_0003437,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_316,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_3390,http://purl.obolibrary.org/obo/ECTO_0001647,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_317,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_3390,http://purl.obolibrary.org/obo/ECTO_0001647,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_318,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_3390,http://purl.obolibrary.org/obo/ECTO_0001647,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_319,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_320,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_321,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_322,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_323,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_324,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_325,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0001601,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_326,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_327,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0000011,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_328,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0000055,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_329,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_330,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0003437,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_331,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_332,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_333,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_334,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_335,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_336,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_337,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_338,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0009266,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_339,Tanguay,AC50,acute,5d
